,index,DATEPRD,NPD_WELL_BORE_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
28,43,2014-05-20,15/9-F-1 C,24.0,220.153866875,107.85864833333333,155.23751041666668,47.14246875,64.91635645833334,55.628124375,36.50938479166667,783.06,109362.2,0.0
29,44,2014-05-21,15/9-F-1 C,24.0,220.06589395833333,107.851481875,155.37458229166666,46.524590833333335,64.69131166666666,52.236396666666664,36.280858125,743.77,104993.12,0.0
30,45,2014-05-22,15/9-F-1 C,24.0,219.982621875,107.8523675,155.54675833333334,46.2889975,64.43586354166666,53.66113229166667,36.01890375,735.41,107115.77,0.0
31,46,2014-05-23,15/9-F-1 C,24.0,219.86292604166667,107.86721854166667,155.572074375,46.284226875,64.29085166666667,49.05298020833333,35.873076875,742.89,108079.03,93.31
32,47,2014-05-24,15/9-F-1 C,24.0,219.922990625,107.88298,155.75273854166667,46.24215791666666,64.17025208333334,54.6906875,35.750709791666665,746.54,108387.02,100.42
33,48,2014-05-25,15/9-F-1 C,24.0,219.9771025,107.90278770833334,155.90444416666668,46.261677291666665,64.07265833333334,55.231164375,35.671312916666665,750.57,105809.71,101.01
34,49,2014-05-26,15/9-F-1 C,24.0,219.97377531914893,107.92071145833333,156.04339469414893,46.26510666666667,63.930380625,55.102527916666666,35.528916875,727.26,106514.13,86.62
35,50,2014-05-27,15/9-F-1 C,24.0,219.98047520833333,107.93646229166667,156.24326083333332,46.226333333333336,63.737214375,55.311219375,35.33483833333333,715.5,105800.29,91.08
36,51,2014-05-28,15/9-F-1 C,24.0,219.26666729166666,107.44471020833333,155.71557541666667,46.215003125,63.551091875,55.508233125,35.155495208333335,695.01,102249.56,76.96
37,52,2014-05-29,15/9-F-1 C,24.0,220.00718041666667,107.96204104166667,156.54946291666667,46.21505770833333,63.4577175,56.170836875,35.05228625,698.77,102823.5,77.13
38,53,2014-05-30,15/9-F-1 C,24.0,220.00026020833334,107.97361333333333,156.66496541666666,46.231572291666666,63.33529479166667,55.851693125,34.923878333333334,704.08,103977.99,77.96
39,54,2014-05-31,15/9-F-1 C,24.0,219.99351354166666,107.985045625,156.78348708333334,46.2074025,63.21002645833333,55.59603083333333,34.79286458333333,715.93,105761.32,78.99
40,55,2014-06-01,15/9-F-1 C,24.0,220.00573708333334,107.99384645833334,156.8641125,46.264785,63.14162458333333,55.963499375,34.72635520833333,724.21,107035.76,80.08
41,56,2014-06-02,15/9-F-1 C,22.0,221.3284255119818,107.82458002092727,157.53832177425,41.71340020833333,63.79010373773182,50.77397000734091,35.35194577638182,459.83,68263.31,46.21
42,57,2014-06-03,15/9-F-1 C,24.0,220.24048708333333,107.964823125,157.86784375,46.19318770833333,62.372643333333336,53.04666854166667,33.94682958333333,715.1,104865.93,80.7
43,58,2014-06-04,15/9-F-1 C,24.0,221.267634375,107.96092625,159.45106520833335,46.157305208333334,61.81656916666667,53.73631604166667,33.38708375,706.8,104234.1,79.73
44,59,2014-06-05,15/9-F-1 C,24.0,221.044650195642,107.97263406134603,158.75822307562981,47.04156520833333,62.286427120012185,54.244612314888435,33.84168292885635,677.29,99517.49,90.57
45,60,2014-06-06,15/9-F-1 C,24.0,220.74979458333334,107.986805625,157.67422541666667,47.202699375,63.07556916666667,56.53423395833333,34.64576291666667,690.38,99850.49,92.18
46,61,2014-06-07,15/9-F-1 C,24.0,220.64014083333333,107.99410875,157.27830479166667,47.19410729166667,63.36183604166666,56.61542145833333,34.93372958333333,694.3,100306.26,92.07
47,62,2014-06-08,15/9-F-1 C,24.0,220.50405041666667,108.0027125,157.18459354166666,47.152024375,63.319456875,52.051159375,34.891520625,690.7,99959.04,91.25
48,63,2014-06-09,15/9-F-1 C,19.5,221.45051448717948,107.75725956410257,159.1132395,38.978911458333336,62.337274987179484,53.55922412820513,34.670299666666665,238.45,34915.85,28.15
49,64,2014-06-10,15/9-F-1 C,24.0,220.85169229166667,107.99075354166666,158.07450145833334,46.512532291666666,62.777190833333336,54.486153333333334,34.351681875,647.11,95262.3,84.88
50,65,2014-06-11,15/9-F-1 C,24.0,218.41471229166666,108.06527416666667,156.68516375,47.815207916666665,61.72954854166667,54.295347291666666,33.31382708333334,745.92,108793.22,94.23
51,66,2014-06-12,15/9-F-1 C,24.0,215.49685895833332,108.13936083333333,155.55921520833334,48.72777375,59.93764375,61.561027083333336,31.529283333333332,804.85,116554.82,101.88
52,67,2014-06-13,15/9-F-1 C,24.0,214.823228125,108.13519916666667,154.68515791666667,48.263916875,60.13807020833333,62.32717875,31.739437916666667,818.89,120308.03,56.75
53,68,2014-06-14,15/9-F-1 C,24.0,215.83254083333333,108.104783125,155.59778541666665,48.00591375,60.234755416666665,59.584406875,31.83577875,781.21,115374.09,54.32
54,69,2014-06-15,15/9-F-1 C,24.0,214.877320625,108.11380416666667,154.95770833333333,48.04032458333333,59.91961229166667,60.77416125,31.544266458333333,786.16,116058.03,54.55
55,70,2014-06-16,15/9-F-1 C,24.0,215.38082170212766,108.08764729166667,155.33310524379434,47.74037104166667,60.04771645833333,59.444948125,31.67064,757.43,111152.61,51.84
56,71,2014-06-17,15/9-F-1 C,24.0,216.11873333333332,108.067196875,155.97842479166667,47.62397166666667,60.14030854166667,58.607166666666664,31.763173958333333,726.5,107050.89,50.67
57,72,2014-06-18,15/9-F-1 C,24.0,215.98383375,108.06562833333334,156.19699666666668,47.639864583333335,59.78683708333333,58.66236833333333,31.399544375,723.96,106456.63,51.3
58,73,2014-06-19,15/9-F-1 C,24.0,215.818061875,108.06648270833334,156.37844083333334,47.60717375,59.43962104166667,57.54992875,31.0531575,715.28,105827.77,52.96
59,74,2014-06-20,15/9-F-1 C,24.0,215.57881625,108.07265958333333,156.48818166666666,47.585172916666664,59.09063458333333,58.445866875,30.703629375,710.62,104860.95,50.87
60,75,2014-06-21,15/9-F-1 C,24.0,215.30386958333332,108.07888145833333,156.59927333333334,47.61119583333333,58.70459625,58.70271770833333,30.313028125,708.04,104155.82,50.48
61,76,2014-06-22,15/9-F-1 C,24.0,214.949325,108.08456916666667,156.71347770833333,47.619820833333335,58.235847291666666,58.418325833333334,29.846284166666667,702.73,102417.8,51.7
62,77,2014-06-23,15/9-F-1 C,24.0,214.85795,108.08680083333333,157.393641875,47.659732291666664,57.464308125,57.882807291666666,28.779579375,695.74,102284.59,51.69
63,78,2014-06-24,15/9-F-1 C,24.0,214.89729020833335,108.07987125,157.98934020833335,47.6279225,56.90795,57.349905416666665,28.519126875,658.27,96651.98,94.65
64,79,2014-06-25,15/9-F-1 C,24.0,214.82190723404256,108.08357765957447,157.94656285904256,46.567545,56.875344375,58.00721583333333,28.4768975,576.35,85082.22,79.35
65,80,2014-06-26,15/9-F-1 C,16.58333,219.55899298132522,107.44735424631241,158.58117644543043,44.0,60.97781653589478,49.15179838775445,35.122920913290635,369.83,55419.55,51.46
66,81,2014-06-27,15/9-F-1 C,23.83333,217.25173717366394,107.63490568517282,162.7894177693843,44.37510354166667,54.46231940427964,50.51060779353536,26.031601158835127,418.45,63214.18,59.2
67,82,2014-06-28,15/9-F-1 C,24.0,215.09275833333334,108.07768,160.76595083333333,47.05341229166667,54.3268075,55.68809958333333,25.902731458333335,588.96,88192.51,91.66
68,83,2014-06-29,15/9-F-1 C,24.0,215.258875,108.09929489361703,160.19683020833332,46.83165625,55.062044791666665,55.970378125,26.645965416666666,571.88,85616.39,81.73
69,84,2014-06-30,15/9-F-1 C,24.0,215.35081520833333,108.107908125,160.21150020833332,45.827834583333335,55.139315,56.00588,26.72682125,512.52,76979.08,71.37
70,85,2014-07-01,15/9-F-1 C,24.0,215.38468833333334,108.11446104166667,160.41724583333334,46.78695666666667,54.9674425,56.254037708333335,26.55513,563.26,84307.54,78.69
71,86,2014-07-02,15/9-F-1 C,24.0,215.40707854166666,108.11909520833333,160.598766875,46.799730833333335,54.80831166666667,51.65249875,26.38999625,564.26,84364.91,78.72
72,87,2014-07-03,15/9-F-1 C,24.0,215.33240229166665,108.12402520833334,160.78178666666668,46.80368645833333,54.550615625,50.82098125,26.13235,565.09,84351.11,78.88
73,88,2014-07-04,15/9-F-1 C,24.0,215.21147125,108.129059375,161.10066208333333,46.84702458333334,54.11080916666667,51.418441875,25.676259166666668,563.73,84183.26,79.55
74,89,2014-07-05,15/9-F-1 C,24.0,215.11890875,108.13237,161.48407,46.85599229166667,53.63483875,54.23162875,25.20113875,563.46,83869.61,79.95
75,90,2014-07-06,15/9-F-1 C,24.0,215.0673625,108.13437916666666,161.97297583333332,46.8647225,53.094386666666665,56.63623354166667,24.65926375,563.38,83853.8,80.3
76,91,2014-07-07,15/9-F-1 C,24.0,215.07005708333332,108.13567,162.40674958333332,46.824565625,52.6633075,54.966429375,24.2335,522.0,77846.76,154.47
77,92,2014-07-08,15/9-F-1 C,24.0,215.047056875,108.13860020833333,163.02299916666666,46.803720416666664,52.02405770833333,57.485014791666664,23.586095833333335,523.33,77885.2,247.1
78,93,2014-07-09,15/9-F-1 C,24.0,215.13584104166668,108.14017083333333,163.88908729166667,46.80707625,51.24675375,56.122917916666665,22.798340208333332,521.97,77858.58,247.09
79,94,2014-07-10,15/9-F-1 C,24.0,215.165233125,108.14286208333333,164.23292125,46.79164125,50.932311875,57.48888791666667,22.479929791666667,490.49,73240.81,212.89
80,95,2014-07-11,15/9-F-1 C,24.0,215.18770520833334,108.14442125,164.69582291666666,46.78772979166666,50.49188229166667,56.119412708333336,22.037508541666668,491.71,72894.63,253.18
81,96,2014-07-12,15/9-F-1 C,24.0,215.46357625,108.14204229166667,165.92741708333332,46.859409791666664,49.536159166666664,56.63337875,21.080241666666666,488.44,72637.03,203.87
82,97,2014-07-13,15/9-F-1 C,24.0,215.75903729166666,108.134254375,166.74310729166666,46.800471875,49.01593,57.20372041666667,20.539875208333335,481.59,71515.34,199.79
